Condition_x,Coordinates,Condition_y
,"49.28306422534472, -123.06263769915006",Very Poor
,"49.28306468932365, -123.09042456647275",Very Good
,"49.283069263536134, -123.06457265769873",Poor
FAIR,"49.2830739317173, -123.11239792078062",
FAIR,"49.28307582879166, -123.06929238623565",
,"49.28308513662445, -123.09651435661827",Fair
POOR,"49.28308678203225, -123.1114213597425",
FAIR,"49.283087912018985, -123.09432917395668",
,"49.283090868509504, -123.11731535847397",Very Good
,"49.283091478316166, -123.06688255309868",Very Good
,"49.28309933031931, -123.09237976828527",Good
POOR,"49.283102579800335, -123.07146450480454",
,"49.2831051945052, -123.07555002465975",Very Good
,"49.28310580766164, -123.10800474278616",Very Good
,"49.283106939220275, -123.11235178723553",Fair
,"49.28311143398099, -123.11037591665051",Fair
,"49.28312067371043, -123.06928764890148",Fair
,"49.28312138658989, -123.1343539540623",Very Good
,"49.28312790712162, -123.09864962536544",Very Good
VERY POOR,"49.283130243073266, -123.09651446622611",
,"49.283132788067704, -123.09432810932405",Good
,"49.283147454240975, -123.07146226373305",Very Good
FAIR,"49.28315088139479, -123.07554113812765",
VERY POOR,"49.28315334344625, -123.13440192085885",
,"49.28316039245821, -123.12913926112557",Very Good
POOR,"49.28316255971351, -123.10797632618215",
,"49.2831689499115, -123.10087364591114",Good
POOR,"49.283173017363765, -123.09865159950135",
,"49.28317524166606, -123.09651920062423",Good
,"49.28318465886786, -123.13445169062015",Very Good
FAIR,"49.28319133337897, -123.1290886599918",
,"49.28319239863385, -123.10796752680889",Fair
,"49.283196029986264, -123.07553961023139",Very Good
VERY GOOD,"49.28319976257613, -123.12093625467648",
,"49.28321279192461, -123.10322559480686",Very Good
POOR,"49.283213985040064, -123.10087134188278",
,"49.28321432011431, -123.1356679758677",Very Good
,"49.28321797839461, -123.09865399508512",Very Good
,"49.283224357216795, -123.12904258638282",Good
,"49.28323110072384, -123.12098611583977",Good
VERY GOOD,"49.28324513986891, -123.13561715015953",
,"49.28325886412384, -123.10086960796133",Poor
VERY GOOD,"49.28326229929159, -123.07704771963162",
VERY POOR,"49.28326271076847, -123.10312218598112",
,"49.28326492765341, -123.06815564145282",Very Good
,"49.28326524870296, -123.08713491310645",Very Good
,"49.28327023961777, -123.07264355249234",Very Good
,"49.28327111858011, -123.11596490194496",Good
,"49.28327780753088, -123.08699678154439",Very Good
,"49.28327831277545, -123.13557134390985",Very Good
FAIR,"49.283279760157654, -123.12493285617282",
,"49.283282135428195, -123.0682927466622",Very Good
,"49.283302707759326, -123.10322163425268",Poor
,"49.2833034332111, -123.07250526156302",Very Good
GOOD,"49.28330463690345, -123.11591831349119",
VERY POOR,"49.28330753005294, -123.03138967540919",
,"49.28330834357195, -123.13679001481096",Very Good
,"49.2833103163189, -123.07330490694073",Very Good
,"49.283314355227866, -123.12504216559788",Very Good
,"49.28333506026905, -123.11586819479402",Good
,"49.28333768416147, -123.13800821665431",Very Good
POOR,"49.28334243069139, -123.13683444903485",
GOOD,"49.28335733041191, -123.07330192171176",
VERY POOR,"49.2833648569562, -123.03201245093291",
,"49.283367651149725, -123.13903194921556",Good
GOOD,"49.28337015198562, -123.1379599235749",
,"49.283371546161234, -123.13688785074051",Very Good
,"49.2833964816498, -123.10651844433157",Good
,"49.283397854297384, -123.14025203359574",Very Good
FAIR,"49.28339981473158, -123.13907934900814",
,"49.28340167429398, -123.13791157372748",Very Good
,"49.28340448233004, -123.07329780710846",Very Good
VERY GOOD,"49.283404530212806, -123.02831687299135",
GOOD,"49.28340621993816, -123.02569289120655",
FAIR,"49.283406740875876, -123.02353791472925",
,"49.283407095394956, -123.02824862660377",Very Good
,"49.28340726263352, -123.02838613257526",Fair
,"49.28340779988506, -123.02576200339311",Good
,"49.28340785744498, -123.0256245018994",Very Good
GOOD,"49.28341602560599, -123.03087445014668",
,"49.283416591801284, -123.1196399428886",Very Good
VERY GOOD,"49.283419602400265, -123.04407357058605",
,"49.28342090203453, -123.10665078362825",Good
,"49.28342095347334, -123.04400512916729",Good
,"49.28342104495417, -123.04414263050072",Good
,"49.28342267123216, -123.04663189991655",Very Good
,"49.28342282705899, -123.0467694012342",Very Good
POOR,"49.283425123117475, -123.04670034903765",
,"49.283426991929254, -123.04925933621453",Very Good
,"49.28342717611596, -123.04939683753682",Very Good
VERY POOR,"49.283428078193054, -123.14020028279357",
,"49.283428300668895, -123.14127620672448",Very Good
VERY GOOD,"49.28342930292581, -123.05195470482346",
,"49.28342962465556, -123.05188627023018",Poor
VERY GOOD,"49.283429670751474, -123.04932776429524",
,"49.2834297787135, -123.05202377157471",Good
NO DATA,"49.28343034014873, -123.10415906230789",
,"49.28343092717341, -123.13912967752685",Very Good
,"49.283432836289464, -123.05451332500837",Fair
VERY GOOD,"49.28343462327269, -123.05458175359009",
,"49.28343590670795, -123.0564691039954",Very Good
,"49.28343671182677, -123.0566066012118",Very Good
,"49.28343698395948, -123.07711215674206",Very Good
,"49.283442351388494, -123.05771902243377",Good
,"49.28344260687922, -123.05785653306074",Fair
VERY GOOD,"49.28344737726352, -123.0577874225802",
,"49.283449831031355, -123.07697429730021",Very Good
VERY GOOD,"49.283451466983124, -123.05972453537387",
,"49.283451568850325, -123.0596561056139",Very Good
VERY POOR,"49.28345221844957, -123.08943080168177",
,"49.283452442304835, -123.05979360398396",Very Good
,"49.283453449616964, -123.08936233636013",Very Good
,"49.28345605009152, -123.08949976456218",Very Good
,"49.2834594781163, -123.07040885754712",Very Good
VERY POOR,"49.28346006376688, -123.14132415625814",
,"49.28346178343766, -123.14015531077898",Very Good
POOR,"49.28346461743342, -123.07033967742228",
,"49.28346538891005, -123.12512944180997",Very Good
GOOD,"49.28346585325879, -123.06165979759189",
,"49.283466286927805, -123.06159137372067",Good
,"49.28346698326527, -123.06172887595153",Good
,"49.28346810904769, -123.11458971749431",Very Good
,"49.283471338498806, -123.06352803424774",Fair
,"49.28347188232399, -123.06366553934097",Very Good
,"49.28347483597655, -123.07027101332982",Very Good
,"49.28348069795544, -123.11954348123338",Very Good
VERY POOR,"49.283480854318405, -123.06552931496512",
,"49.283481769362716, -123.06546086401377",Good
,"49.283483090315116, -123.06559835456628",Very Poor
VERY GOOD,"49.283487107110574, -123.06359795771525",
,"49.283489163869184, -123.09131352731299",Very Good
VERY POOR,"49.283489658086715, -123.09138194476262",
,"49.28349163689033, -123.0914509807032",Very Good
,"49.28349303929292, -123.14137174179481",Very Good
,"49.28349713763839, -123.10223280729085",Very Good
,"49.28350887645611, -123.10209471326674",Good
,"49.28351002836277, -123.13065374735427",Very Good
,"49.28351756563662, -123.12636304434102",Very Good
,"49.283524010351016, -123.09326893664766",Very Good
,"49.28352644890114, -123.09340639426375",Fair
VERY POOR,"49.283526837910884, -123.09333718889056",
VERY POOR,"49.28353081525852, -123.07401939640783",
,"49.283531022780956, -123.10320968578495",Poor
,"49.2835313531094, -123.11468749683132",Very Good
GOOD,"49.28354394618256, -123.13069855247541",
POOR,"49.28354972451393, -123.1264105336247",
,"49.28355826988854, -123.09521873061428",Very Good
,"49.28356084692542, -123.09535618659889",Very Good
VERY POOR,"49.28356087307125, -123.0952865261247",
VERY GOOD,"49.28356456270036, -123.07256667702745",
,"49.283573311474925, -123.13075146523762",Very Good
,"49.283580841943504, -123.12646077250493",Very Good
GOOD,"49.28358549853591, -123.10310907450659",
,"49.283592193126935, -123.12245793831204",Very Good
,"49.2836079117746, -123.09772989381575",Very Good
GOOD,"49.28360963356115, -123.09779870979152",
,"49.283610602379355, -123.09786833261927",Very Good
,"49.28361545704629, -123.07145185353214",Very Good
,"49.28362940496496, -123.10318149051427",Fair
POOR,"49.283632702530774, -123.10648877738502",
GOOD,"49.2836386907475, -123.09954708532157",
,"49.28364021678791, -123.0994786254786",Good
,"49.28364269798642, -123.09961607048652",Fair
FAIR,"49.283642755058544, -123.0682157600872",
FAIR,"49.28366234682858, -123.07144845930591",
,"49.2836672598909, -123.13206760324235",Very Good
,"49.28366956907905, -123.11820205165137",Very Good
,"49.28367113042371, -123.11341956189825",Good
,"49.28368169508469, -123.11234641395386",Very Good
NO DATA,"49.28369055632802, -123.10532110075012",
,"49.283691465552224, -123.11146751275086",Poor
FAIR,"49.28369854851871, -123.13201752487687",
VERY POOR,"49.28370223435746, -123.12561435081076",
,"49.28370321511861, -123.06687619073826",Good
POOR,"49.28370321802393, -123.11337077401492",
,"49.28370845054279, -123.07144960223701",Good
POOR,"49.28371313818212, -123.1123951262745",
NO DATA,"49.2837260083417, -123.10425242233231",
,"49.283731236070764, -123.13197094507692",Very Good
POOR,"49.28373257472304, -123.11044460386157",
,"49.283732682413586, -123.11830002153766",Very Good
,"49.28373509102188, -123.1133228795744",Very Good
,"49.28373574290195, -123.10531369086995",Very Good
,"49.283744947068186, -123.112444182786",Very Good
,"49.283745474622165, -123.10418330252823",Very Good
GOOD,"49.28374831327131, -123.06687205589371",
,"49.283749833529654, -123.10957446530843",Very Good
,"49.28375540656156, -123.11137079344367",Poor
,"49.28375941949092, -123.10432028412187",Very Good
,"49.283762536069, -123.08822384224263",Good
,"49.283780634941394, -123.14240667222371",Very Good
POOR,"49.28378876545331, -123.1095362606882",
,"49.28379776559323, -123.06687457921528",Very Poor
VERY GOOD,"49.28380523769075, -123.08822398110216",
VERY GOOD,"49.283807069617076, -123.14234938006464",
,"49.28381003537322, -123.06828111289693",Very Good
,"49.28381335907938, -123.02700260580092",Very Good
,"49.28381580037518, -123.02461193646063",Very Good
,"49.28381698123662, -123.02962811730993",Very Good
,"49.28382912816849, -123.04538706111552",Very Poor
,"49.283832179529114, -123.04801403373386",Very Good
,"49.28383551525595, -123.0506409516537",Fair
,"49.28383825526053, -123.05326798378441",Fair
,"49.28384137088815, -123.05555888154515",Very Good
,"49.28384650410402, -123.0571583034445",Very Good
,"49.28384696087951, -123.14229414211918",Very Good
,"49.28384719955313, -123.10952940146112",Very Good
,"49.28385418289551, -123.06814265224399",Very Good
,"49.283854416205074, -123.05874853547124",Poor
VERY POOR,"49.28385658515726, -123.13333806465184",
POOR,"49.28385854222396, -123.02699978485546",
FAIR,"49.2838602404099, -123.12195569187149",
POOR,"49.28386094553764, -123.02461412115883",
GOOD,"49.28386199850217, -123.02958480563157",
,"49.28386394899273, -123.06068465058436",Very Good
,"49.28386568970941, -123.12807330640474",Fair
,"49.283866973794325, -123.12184942198375",Very Good
,"49.283874115444206, -123.06261992161687",Fair
GOOD,"49.28387425676341, -123.04539010145035",
VERY GOOD,"49.283877306885614, -123.04801639103262",
,"49.28388053010089, -123.0903888500814",Fair
GOOD,"49.28388063109454, -123.05064268088911",
POOR,"49.28388336513034, -123.05326898097961",
,"49.28388441171009, -123.06455462298013",Very Good
FAIR,"49.28388648432483, -123.05555839258494",
GOOD,"49.28389157655567, -123.05715339859222",
,"49.28389408157742, -123.10888785026252",Very Good
VERY GOOD,"49.28389947376719, -123.05874150761821",
POOR,"49.28389985809936, -123.12802770807097",
,"49.283903310852224, -123.02700238678821",Very Good
,"49.2839057506441, -123.02461117412645",Very Good
,"49.28390693304379, -123.02962775243802",Good
FAIR,"49.283909012740025, -123.06068023775467",
,"49.28391292553522, -123.11695649235264",Very Good
,"49.28391424526889, -123.12197134529023",Good
,"49.28391622966635, -123.09233991855294",Good
,"49.283916838742186, -123.12386340758896",Good
,"49.28391861413823, -123.13460765165478",Very Good
,"49.28391907999288, -123.04538697008304",Very Poor
FAIR,"49.28391919039021, -123.06261896187897",
,"49.28392213131768, -123.04801388044119",Good
,"49.28392546704873, -123.05064079626423",Good
VERY GOOD,"49.28392565607789, -123.09039067201961",
,"49.28392820719544, -123.0532678769893",Very Good
GOOD,"49.28392946430236, -123.06455080491718",
,"49.283929658060515, -123.12797663579143",Good
,"49.28393132312417, -123.05555888841752",Very Good
,"49.28393645168647, -123.057157596144",Very Good
,"49.28394179200166, -123.1008451307535",Good
,"49.283944359770615, -123.05874689604002",Good
,"49.28394617214611, -123.10900837772952",Very Good
FAIR,"49.28394679054584, -123.11691046015595",
FAIR,"49.283948396472724, -123.12381379174798",
,"49.28395174279499, -123.0942918169753",Good
VERY GOOD,"49.28395275681653, -123.1345619578995",
,"49.28395389261557, -123.06068295279813",Very Good
VERY GOOD,"49.28396137733439, -123.09234244095646",
,"49.28396405910601, -123.06261820672484",Good
,"49.28397435989159, -123.06455291848778",Very Good
,"49.28397694745769, -123.11685991052754",Very Good
,"49.283980799085, -123.12376672453689",Very Good
,"49.283982583466184, -123.1345109756401",Very Good
VERY GOOD,"49.283988569026505, -123.10084685540785",
,"49.283993420136056, -123.09656151212977",Good
VERY GOOD,"49.28399688516717, -123.09429422692541",
,"49.28403361747292, -123.09869243610115",Very Good
VERY GOOD,"49.284038532379505, -123.09656212966956",
FAIR,"49.28404029877524, -123.06926832195373",
,"49.284040950640716, -123.13694499149071",Very Good
POOR,"49.28404552691313, -123.1357705981254",
,"49.2840478046318, -123.13314388544266",Very Good
,"49.28405868112748, -123.10759917170238",Very Good
FAIR,"49.28405914276154, -123.08940428222411",
,"49.28406167701142, -123.12064409464676",Very Good
,"49.28406532382107, -123.08947279149379",Very Good
GOOD,"49.284070796811186, -123.13689266457467",
,"49.284071228748935, -123.13796881349913",Poor
,"49.28407440193418, -123.13582426450702",Very Good
VERY GOOD,"49.28407866855137, -123.09869255614288",
,"49.28408113343236, -123.06931819712595",Very Good
,"49.28408348096047, -123.09656541433044",Very Good
VERY GOOD,"49.284094217511644, -123.07032615893215",
,"49.28410103536776, -123.13918725061004",Very Good
NO DATA,"49.284101963819964, -123.10757959085542",
GOOD,"49.2841034882193, -123.13801609180159",
,"49.284104881499275, -123.13684827002658",Poor
,"49.28410966663537, -123.11558131796097",Very Good
,"49.28411301293764, -123.07039483275501",Very Good
,"49.28411956001725, -123.10621036530114",Very Good
,"49.28412563508853, -123.120547393154",Fair
GOOD,"49.28413140325788, -123.10885743285807",
VERY POOR,"49.284132609089994, -123.13913759696408",
,"49.284134496610164, -123.13806655553944",Very Good
NO DATA,"49.28414277726788, -123.11562747074278",
,"49.28414392763338, -123.10634273705318",Very Good
,"49.28414531660498, -123.10756217931878",Very Good
POOR,"49.28415983761045, -123.14026534585385",
,"49.284164233256504, -123.12140010516126",Good
,"49.28416499952537, -123.13909058014505",Good
,"49.28417293708117, -123.11567906110417",Very Good
VERY POOR,"49.28418303991313, -123.09787775575731",
,"49.284213686788675, -123.12959033978862",Very Good
,"49.284219768275214, -123.12530164013356",Very Good
,"49.284243277233635, -123.12147398068532",Good
VERY POOR,"49.28425011205006, -123.1253518831567",
,"49.28427697079166, -123.1296880577051",Good
,"49.284283092218544, -123.12539930084426",Very Good
,"49.28428917951118, -123.14162844011139",Very Good
,"49.2842911849105, -123.13996957925855",Very Good
,"49.28429753588334, -123.11918023129492",Good
,"49.284305937651965, -123.11440067718303",Very Good
,"49.28431000018231, -123.11331724486475",Very Good
GOOD,"49.284310237220204, -123.02569206857007",
,"49.284312498496504, -123.02824669715574",Very Good
,"49.28431263929217, -123.02838420172294",Very Good
VERY GOOD,"49.284313011897574, -123.02831495563844",
