Coordinates,Amenity
"49.27764442092254, -123.07688977695405",bikeways
"49.2776482206691, -123.03620773729926",bikeways
"49.27765564671716, -123.11566052323363",parking
"49.27765588505061, -123.13113777629995",parking
"49.27765880984244, -123.04670741056721",bikeways
"49.27766404198793, -123.10134405555368",bikeways
"49.27766409843514, -123.09943275299372",bikeways
"49.27766575728873, -123.07823716672473",bikeways
"49.27766780317366, -123.05657394491028",bikeways
"49.277670640280775, -123.12042549640312",parking
"49.27767828366361, -123.10018792368206",bikeways
"49.27769337237721, -123.1147756731615",shelters
"49.277695013548595, -123.09763603683011",parking
"49.277695370312216, -123.13026522482247",bikeways
"49.27770361648982, -123.1303959353704",parking
"49.27770817892487, -123.119687937338",parking
"49.2777109951379, -123.09851899962281",parking
"49.27771372748814, -123.12937125561058","parking, parking"
"49.27772721719039, -123.12908445496154","parking, parking"
"49.277739700144295, -123.11744961233677",bikeways
"49.27775022512434, -123.13517741244523",bikeways
"49.27776263038096, -123.1157643825149",parking
"49.27777365812309, -123.13050294632899","parking, parking"
"49.277797080910446, -123.12924707659897","parking, parking"
"49.27780950243136, -123.10385912576999",parking
"49.277809850814776, -123.12896016356777","parking, parking"
"49.27781911445259, -123.12309767283968",parking
"49.27782034484319, -123.08967534991311",bikeways
"49.27783001238902, -123.12080747070543",bikeways
"49.27783585551298, -123.07419558074851",bikeways
"49.27784291269071, -123.10754424083525",parking
"49.27784357951936, -123.03083249463288",bikeways
"49.27784457721177, -123.11373470670554","parking, parking"
"49.27784856559204, -123.13104226061213",bikeways
"49.27785696071002, -123.1145389859664",parking
"49.27786173605452, -123.12138634147115",parking
"49.2778745, -123.0974061","cultural, cultural, cultural"
"49.27788522070394, -123.11928389454104",bikeways
"49.27788611124033, -123.10512070946514",bikeways
"49.2778879, -123.097379",gardens
"49.27789284198369, -123.12895804871843",bikeways
"49.277896545774944, -123.1062467585555",bikeways
"49.27790717538016, -123.12322607016348",parking
"49.27791167400842, -123.0617433652179",bikeways
"49.27792413759041, -123.10774873538499",parking
"49.27794063804336, -123.11775971564754",bikeways
"49.277951994190744, -123.14320602313119",bikeways
"49.27795379114207, -123.14819708917254",dog_parks
"49.27795654962883, -123.13486539297044",bikeways
"49.27800234342938, -123.10484272211337",parking
"49.278007279135245, -123.11450277646908",parking
"49.27801286897388, -123.1133284781193",bikeways
"49.2780437, -123.1275105",cultural
"49.278055, -123.127484","cultural, cultural, cultural, cultural, cultural"
"49.27805503280539, -123.03620691195401",bikeways
"49.27806583681968, -123.04670711026935",bikeways
"49.278066809901205, -123.08966524186262",bikeways
"49.27807235168673, -123.11492722394046",parking
"49.27807484077967, -123.05657165387187",bikeways
"49.278101043581565, -123.09690293546414",parking
"49.27810216242724, -123.11883050747086",parking
"49.27810812595048, -123.11908417067698",parking
"49.278116870494856, -123.12657202525567",parking
"49.27813100356806, -123.09711004893167",parking
"49.278132546108694, -123.10754616297551",bikeways
"49.278133411672826, -123.13459795915035",bikeways
"49.278137047287416, -123.09962606531322",parking
"49.27814197161465, -123.10222704674617",parking
"49.2781751, -123.0970675","cultural, cultural, cultural, cultural, cultural"
"49.27818635315254, -123.1047318420208",dog_parks
"49.2782004429144, -123.13051047214935",bikeways
"49.278206020945916, -123.09996098454572",parking
"49.2782141, -123.1135744",cultural
"49.2782193731133, -123.10970667109868",bikeways
"49.278238, -123.121183","cultural, cultural, cultural, cultural, cultural"
"49.2782407635178, -123.10640434974678",parking
"49.27825498298287, -123.11824490679967",bikeways
"49.278267089077225, -123.12242365800392",parking
"49.278279, -123.058646",parks
"49.27828197465667, -123.13236254821311",parking
"49.27829058618622, -123.0741753072508",bikeways
"49.27829288683627, -123.08965640645889",bikeways
"49.27832653928129, -123.10689300202083",bikeways
"49.278349615759176, -123.12036411165005",parking
"49.27838559987375, -123.12059380299429",parking
"49.27842371971014, -123.12160825046008",parking
"49.2784286, -123.0935914",gardens
"49.278430252453944, -123.13628499473432",bikeways
"49.278433184900095, -123.1154411516683",parking
"49.2784361999867, -123.12607792890019",parking
"49.278439093067725, -123.06069106000001",schools
"49.278453, -123.098757","cultural, cultural, cultural, cultural, cultural"
"49.278453, -123.098829","cultural, cultural, cultural, cultural, cultural"
"49.27845355, -123.07383824",gardens
"49.27845585541287, -123.1223959127964",parking
"49.2784569, -123.1184779","cultural, cultural, cultural, cultural, cultural"
"49.27845950518652, -123.08964926972227",bikeways
"49.27846182275186, -123.036206072771",bikeways
"49.27846563082351, -123.10213282057788",bikeways
"49.27847087441054, -123.11635620536573",parking
"49.278472938799176, -123.0467067577454",bikeways
"49.27848404276943, -123.09788204722793",parking
"49.27848461287707, -123.05656939342568",bikeways
"49.278494588398445, -123.11260094085802",bikeways
"49.2784977, -123.1235587","cultural, cultural, cultural, cultural, cultural"
"49.27850097755103, -123.09869999445672",parking
"49.278511999428005, -123.10929116990108",parking
"49.278513982452644, -123.1202539933382",bikeways
"49.27851604386619, -123.11653012351472",parking
"49.27851899372185, -123.12622434432933",parking
"49.278526, -123.073387",parks
"49.278543, -123.126284","cultural, cultural, cultural, cultural, cultural"
"49.278551575241465, -123.12997985172986",bikeways
"49.27855181221107, -123.11534323479209",parking
"49.278552, -123.12627","cultural, cultural, cultural, cultural, cultural"
"49.278569375585846, -123.11872986294429",bikeways
"49.2785899225811, -123.10523624608452",bikeways
"49.27859426906773, -123.08031429999998","schools, schools"
"49.27859477214618, -123.12971418630714","parking, parking"
"49.27859501911232, -123.09748506442565",parking
"49.278603252406285, -123.09776932309833",parking
"49.27860469507136, -123.09793521883229","parking, parking"
"49.278612037008486, -123.0984200157255",parking
"49.27861548108282, -123.12773409810606",parking
"49.27862379194855, -123.12514527631399",parking
"49.27862762660477, -123.11240068498776",bikeways
"49.2786277873902, -123.09925102423607",parking
"49.278627983974225, -123.10222406409756",parking
"49.27863099906775, -123.106594",schools
"49.27866220825233, -123.030856277401",bikeways
"49.27866979246359, -123.1349141001484",parking
"49.278673992100366, -123.11114119631303",parking
"49.278676, -123.098671","cultural, cultural, cultural"
"49.2786795, -123.0707458","cultural, cultural, cultural, cultural, cultural"
"49.27870442797949, -123.10817017969131",bikeways
"49.2787070503306, -123.1179106661567",parking
"49.278719905709764, -123.06174120505743",bikeways
"49.278736, -123.137209","ev_charging, ev_charging"
"49.27874211714861, -123.1181273212933",parking
"49.278746328517386, -123.23234034857063",dog_parks
"49.2787463289, -123.112040051",food_vendors
"49.278747620925294, -123.07415652432569",bikeways
"49.278767655927346, -123.1200201019422",parking
"49.27877433383528, -123.11972193336653",parking
"49.27878213323021, -123.03620545072752",bikeways
"49.278786, -123.098796","cultural, cultural, cultural, cultural"
"49.27878700520583, -123.11395114948549",parking
"49.2787930538, -123.108008079",food_vendors
"49.27880156555614, -123.12745612331406",parking
"49.278806, -123.0988265",cultural
"49.2788158, -123.0884454","cultural, cultural, cultural, cultural, cultural"
"49.278838, -123.088396",parks
"49.27887964071924, -123.04670645436167",bikeways
"49.27888354105952, -123.11921500963663",bikeways
"49.278891236613646, -123.05656717058892",bikeways
"49.278894963606724, -123.09721796512501",parking
"49.278903759324514, -123.12944759519861",bikeways
"49.278911469859175, -123.08962972147395",bikeways
"49.278923, -123.1055",parks
"49.278937640502804, -123.11768773923554",bikeways
"49.27894669535716, -123.12736492194867",bikeways
"49.27895, -123.084646","cultural, cultural, cultural, cultural, cultural"
"49.2789517720013, -123.11176636364753",parking
"49.278952904835606, -123.12164385504107",parking
"49.27895451561458, -123.09992336794517","parking, parking"
"49.27896378486331, -123.11286320843516",parking
"49.278972559730406, -123.13546774307888",bikeways
"49.278985779273114, -123.03620508962375",bikeways
"49.27902806306328, -123.13125308331668",bikeways
"49.27904752947535, -123.11299261181316","parking, parking"
"49.27905836887061, -123.12515206794285",parking
"49.27906324671151, -123.12259054691432",parking
"49.279065861954294, -123.11263298200755",parking
"49.27907329805443, -123.10936321840204",bikeways
"49.279079, -123.114496","cultural, cultural, cultural, cultural, cultural"
"49.27908104694494, -123.0970360201969",parking
"49.279127798398484, -123.11045706539096",parking
"49.27913901339848, -123.11726893307105",parking
"49.27914943070433, -123.12693000905236",parking
"49.27915878445037, -123.1165580633107",parking
"49.27918615356954, -123.12102359478816",parking
"49.2791925, -123.0979982","cultural, cultural, cultural"
"49.27919393929889, -123.10477875804996",parking
"49.27919764616492, -123.1197004448903",bikeways
"49.279201917118314, -123.07414042693313",bikeways
"49.279207, -123.1153174","cultural, cultural, cultural, cultural"
"49.27920716971144, -123.11525760848072",parking
"49.279210012993246, -123.1077240249921",parking
"49.27921035890179, -123.09960811252836","parking, parking"
"49.27921199642831, -123.1251697528699",parking
"49.27921704745434, -123.11740097061636",parking
"49.2792244, -123.0872408","cultural, cultural, cultural, cultural, cultural"
"49.279228954838835, -123.13575568714903",parking
"49.27923019088636, -123.1033245402469",bikeways
"49.279234, -123.098127",cultural
"49.27924196721218, -123.10750796083892",parking
"49.27925258963053, -123.10508390317746",parking
"49.27925671265443, -123.1289140842439",bikeways
"49.279257495502925, -123.06173781365628",bikeways
"49.2792760359, -123.129163572",food_vendors
"49.27928021356723, -123.11141224856534",bikeways
"49.279299, -123.114669","cultural, cultural, cultural, cultural, cultural"
"49.279306707158405, -123.09059111176329",bikeways
"49.279316758058194, -123.09960329467967",parking
"49.27932239, -123.1190036",ev_charging
"49.279332380373084, -123.10487214575328",parking
"49.27934169181092, -123.03085193040948",bikeways
"49.27934680522443, -123.09254095750407",bikeways
"49.279350528113525, -123.11526443208139",parking
"49.27935107616286, -123.12103606996068",parking
"49.27935408, -123.1189488",ev_charging
"49.2793649826252, -123.05656438515274",bikeways
"49.279378, -123.128965",food_vendors
"49.27938297703848, -123.09782800528014",parking
"49.2793835857769, -123.09449031766744",bikeways
"49.27939801168705, -123.09886993492537",parking
"49.27940927415348, -123.0958391541304",bikeways
"49.279411265425466, -123.12848188610829",parking
"49.2794145, -123.0757838","cultural, cultural, cultural"
"49.27942563345932, -123.09671226630128",bikeways
"49.27943665229829, -123.12986368751864","parking, parking"
"49.279438234117826, -123.10135439242738",bikeways
"49.2794398, -123.1131599","cultural, cultural, cultural"
"49.279441691877636, -123.10956479630316",transit
"49.279442983690004, -123.10095506396135",parking
"49.27944411183589, -123.10637521955292",parking
"49.279447188876965, -123.10561941486608",parking
"49.279451, -123.0779834","cultural, cultural, cultural, cultural"
"49.27945247826287, -123.09809407256716",bikeways
"49.27946501336681, -123.12839940781086",parking
"49.279467366277665, -123.13398046170121",parking
"49.27947572416369, -123.09935321613537",bikeways
"49.27948780779764, -123.10509554419461",greenways
"49.279488391611295, -123.10010522441502",bikeways
"49.27949242888529, -123.12449656727095",parking
"49.27949596767746, -123.11862752437794",parking
"49.2795033, -123.0989085",cultural
"49.27950397586334, -123.09775874322028",parking
"49.279506126019726, -123.03620406537192",bikeways
"49.279508479203166, -123.09744310166711",parking
"49.27951171267134, -123.12018555624371",bikeways
"49.27951686, -123.115166",ev_charging
"49.27952054165062, -123.10683589440386",parking
"49.27952327104276, -123.10448055151127",parking
"49.27952867510555, -123.06173252708024",bikeways
"49.27953799796242, -123.0991600446931",parking
"49.279554983665975, -123.10032393606656",parking
"49.27956687773119, -123.12780362309378",shelters
"49.27956750328721, -123.1186619570104",bikeways
"49.27957121602082, -123.05015370472844",schools
"49.27957345854339, -123.1146920558321",parking
"49.279622383486405, -123.10447663616138",parking
"49.27962991660681, -123.12855800527852",parking
"49.27963035765033, -123.1268117975892",bikeways
"49.2796314, -123.0791783",cultural
"49.27963562275271, -123.13017810138795",parking
"49.27964048422215, -123.03951720287967",schools
"49.27964055473502, -123.1186990501463",parking
"49.279648209940824, -123.04670607718566",bikeways
"49.27964888290254, -123.10690612694823",parking
"49.279649, -123.103913",cultural
"49.27965372998295, -123.11392984167409",parking
"49.27965504293539, -123.0741216362481",bikeways
"49.27965595530672, -123.11732426139211",parking
"49.27966364290875, -123.10442179673971",bikeways
"49.279670682601996, -123.11027606355954",bikeways
